bug report ID,sentence,intention
19," Today, Frank and Lin tested with JAWS 5.0, 5.1 and 6.0 beta, we found both the dialogue from flashlight and Find/Replace from the Edit group titles are spoken correctly.",1
19, Created an attachment (id=14333) [details],4
19, GroupTests.java,4
19," It is not working for me, so either I didn't make the problem clear enough, or you have some JAWS settings set that I do not have set. ",0
19," I just installed JAWS 5.1, and in the installation process, it asked if I wanted to keep settings from my previous JAWS version. ",0
19," I said \""No\"", because I want my JAWS 5.1 to be \""out-of-the-box\"". So I have NO settings in my JAWS 5.1, so no surprises.",0
19, I will attach a little code snippet here that shows the problem very simply.,0
19," Copy the attachment into your snippets directory, refresh your snippets project, select GroupTests.java, and Run -&gt; Java Application. ",0
19," What I hear when I tab or down/up arrow is \""green\"" or \""blue\"", depending on who has focus.",0
19," What I want to hear is \""Foreground - green\"" and \""Background - blue\"".",0
19, Created an attachment (id=14443) [details],4
19, GroupTests.java,4
19," Sorry - Bugzilla defaulted to saving the java file as octet-stream, which isn't very useful. ",2
19," I am attaching it again, and specifying type \""text\"". ",5
19, Please ignore the previous attachment and get this new one.,5
19," Carolyn, Sorry, but I used your code snippet and I do indeed hear the group box names along with the individual radio buttons.  ",2
19, I am using JAWS 5.1.383.,5
19," I am also using JAWS 5.10.383, and I still don't hear \""Foreground\"" or \""Background\"". ",0
19, we must have different settings somehow.,5
19," I will attach my default.jcf (I believe that it is \""straight from the factory\"". ",5
19, I do not have a javaw.jcf. ,2
19, Maybe we can figure out what setting you have set that I don't have set.,0
19, Created an attachment (id=15052) [details],4
19, C:\\JAWS510\\SETTINGS\\enu\\Default.JCF,4
19," After further investigation, we determined that the problem only happens on Windows XP with the javaw.exe.manifest installed in jre/bin (this tells WinXP to use the WinXP common controls - version 6.0 - instead of the Win2K common ",1
19, controls - version 5.x).,4
19, This problem is solved in JAWS.  ,1
19, The window class for this object has been reassigned internally in JAWS.  ,1
19, This fix will be reflected in JAWS version 6.0 which is due out shortly.,1
19, Verified that this now works in JAWS 6.0.,1
19," Thank-you, Frank!",6
19, *** Bug 51963 has been marked as a duplicate of this bug. ***,4
19, close,6
20," Hi Martin,",6
20," after installation of Teneo the entry \""Ant Home Entries (Default)\"" on the classpath page of Preferences-&gt;Ant-&gt;Runtime is empty (though the child entries of this tree node are visible).",0
20," In addition to this I get a lot of NullPointerExceptions in the .log with \""Malformed URL\"" as Message when I open that preference page. ",0
20, The stack does not show any participation of teneo.,0
20," I tested it on a complete new eclipse (RCP version) installation (M20080221-1800 ) with the EMF, GEF and GMF features installed in an empty workspace. ",0
20," After each installation I looked at the that \""Ant Home Entries\"" entry and all was fine. ",0
20, But after installation of teneo it vanished. ,0
20, After disabling of the teneo plugin the entry is visible again.,0
20, gr. Manfred,6
20," Hi Manfred,",6
20, This seems strange behavior as installing teneo should not interfere with the rest of the eclipse installation. ,5
20, Teneo is really just a set of plugins which do not change other plugins.,5
20, Can you remove .log file and then restart eclipse with the -clean option and then attach the resulting .log file to this bugzilla?,5
20," In addition which versions of eclipse, emf, etc. are you using?",3
20, Can you also attach a screendump of the strange thing you see in preferences/ant?,5
20, Does the plugin/feature information say something special? You can find it here:,5
20, Help/Software Updates/Manage Configuration,5
20, note that this view has a button to hide non-loaded features/plugins. ,5
20, Can you see which plugins fail to load? ,3
20, Depending on the version of eclipse you can see some more details of why the plugin failed to load.,5
20, gr. Martin,6
20, Created an attachment (id=95747) [details],4
20, log-file with errors after opening Ant Runtime Preferences,0
20, Created an attachment (id=95748) [details],4
20, Ant Runtime Preferences screenshot,4
20, Created an attachment (id=95749) [details],4
20, Configuration from Software Updates/Mangage Configuration,1
20," Hi Martin,",6
20, I have made the complete new configuration today and have added each new feature with the update manager.,2
20, Perhaps this is a case that belongs to the core team of eclipse? ,5
20, gr.,6
20, Manfred,6
20," Hi Martin,",6
20, as you see from the .log-file I forgot the -clean flag. ,0
20," Now I did it, but the .log-file only differs in that this setting is now shown. ",0
20," All other messages including that curious \""Invalid perference page: Cache\"" are the same.",0
20, gr. Manfred,6
20," Hi Manfred,",6
20, Yes I can really not think on how this can be caused by Teneo. ,2
20, I have moved the issue to the platform project. ,5
20, Can you post a topic on the platform newsgroup (with a link to this bugzilla)?,3
20, Maybe they know right away what's wrong.,2
20, gr. Martin,6
20, This behaviour did vanish with the teneo version I200805200858. ,1
20, I believe there had been a consolidation of used libraries.,2
20, Because of this I set set the resolution to fixed.,1
21, The releng test have been DNF for the last couple builds. Running locally we occasionally see crashes in the BrowserTests so we suspect these crashes to be the cause of the DNF.,0
21, Created an attachment (id=135853) [details],4
21," Pushing this fix for RC2, as it's too risky to make this change for RC1 now.",5
21, For RC1 we'll comment out the crashing tests so that the other tests can run properly. ,5
21," We have NOT seen this bug affect the usability of Eclipse, only the running of the SWT test suite.",5
21," The problem is that the strategy we use to release pools periodically (in readAndDispatch, createWidget, etc) to be able to run the test suites, releases the main thread pool created be Device and stored in a thread local dictionary.",0
21, The pool was not removed from the thread local dictionary and got reused the next time a display was created.,0
21, The new strategy is to only release the main thread pool when the device count goes to zero.,1
21," Obviously, something this low level needs as much testing as it can get. ",2
21, Can we get a test build run to verify all tests pass/no crashes/no OOM/etc? ,5
21," Also, you should be doing the two day test pass on a version of SWT that includes the change.",5
21, Created an attachment (id=136083) [details],4
21, new fix,6
21," The new fix is simpler, we just make sure the the pool in the thread dictionary is always valid, that way when another display is created it will not use a released pool.",1
21, There was a further problem where the pool was released too early. ,0
21," If we are in call in, we cannot released the top of the stack pool.",0
21, The tests that where showing this problem have been put back (just in HEAD).,0
21, Fixed &gt; 20090515,4
22, User-Agent:       Mozilla/5.0 (X11; U; Linux x86_64; fr-FR; rv:1.8.1.13) Gecko/20080311 Iceweasel/2.0.0.13 (Debian-2.0.0.13-1),4
22, Build Identifier: 0.8 (2008033118),4
22," When a calendar to which I am subscribed no longer exists, Lightning will try indefinitely to reach it and use 100% of my CPU. This, despite the 404 results it receives.",0
22, Reproducible: Always,0
22, Steps to Reproduce:,0
22, 1. create a calendar on your server,0
22, 2. subscribe to it via Lightning,0
22, 3. quit Thunderbird,0
22, 4. erase the calendar from your server,0
22, 5. relaunch Thunderbird,0
22, Actual Results:  ,0
22," A propfind is executed on the resource, resulting in a 404 error code. ",0
22," An OPTION on the parent directory occurs, with a 200 result. ",0
22, Then the loop continues with a new propfind...,0
22, Expected Results:  ,0
22, I would expect Lightning to stop trying to reach the calendar collection as,0
22, soon as it receives the 404 result.,0
22, Here is a trace of what happens (obtained with tcpflow):,0
22, PROPFIND /SOGo/dav/wsourdeau/Calendar/1D52AE6B-8564-0001-6A40-17B089902560/,0
22, HTTP/1.1,4
22, x-webobjects-server-protocol: HTTP/1.1,4
22, x-webobjects-remote-addr: 127.0.0.1,4
22, x-webobjects-remote-host: 127.0.0.1,4
22, x-webobjects-server-name: localhost,4
22, x-webobjects-server-url: http://localhost,4
22, Host: localhost,4
22, User-Agent: Mozilla/5.0 (X11; U; Linux i686 (x86_64); fr; rv:1.8.1.12),4
22, Gecko/20080213 Lightning/0.8 Thunderbird/2.0.0.12,4
22, Accept: text/xml,4
22," Accept-Language: fr,fr-fr;q=0.8,en-us;q=0.5,en;q=0.3",4
22, Accept-Encoding: gzip,4
22," ,deflate",4
22," Accept-Charset: utf-8,*;q=0.1",4
22, Keep-Alive: 300,4
22, Connection: keep-alive,4
22, Content-Length: 86,4
22, Content-Type: text/xml; charset=utf-8,4
22, Depth: 0,4
22," &lt;D:propfind xmlns:D=\""DAV:\""&gt;",4
22,   &lt;D:prop&gt;,4
22,     &lt;D:resourcetype/&gt;,4
22,   &lt;/D:prop&gt;,4
22, &lt;/D:propfind&gt;,4
22, HTTP/1.0 401 Authorization Required,4
22, content-length: 0,4
22," www-authenticate: basic realm=\""SOGo-0.9\""",4
22, PROPFIND /SOGo/dav/wsourdeau/Calendar/1D52AE6B-8564-0001-6A40-17B089902560/,4
22, HTTP/1.1,4
22, x-webobjects-server-protocol: HTTP/1.1,4
22, x-webobjects-remote-addr: 127.0.0.1,4
22, x-webobjects-remote-host: 127.0.0.1,4
22, x-webobjects-server-name: localhost,4
22, x-webobjects-server-url: http://localhost,4
22, Host: localhost,4
22, User-Agent: Mozilla/5.0 (X11; U; Linux i686 (x86_64); fr; rv:1.8.1.12),4
22, Gecko/20080213 Lightning/0.8 Thunderbird/2.0.0.12,4
22, Accept: text/xml,4
22," Accept-Language: fr,fr-fr;q=0.8,en-us;q=0.5,en;q=0.3",4
22, Accept-Encoding: gzip,4
22," ,deflate",4
22," Accept-Charset: utf-8,*;q=0.1",4
22, Keep-Alive: 300,4
22, Connection: keep-alive,4
22, Content-Length: 86,4
22, Content-Type: text/xml; charset=utf-8,4
22, Depth: 0,4
22, Authorization: Basic hidden,4
22," &lt;D:propfind xmlns:D=\""DAV:\""&gt;",4
22,   &lt;D:prop&gt;,4
22,     &lt;D:resourcetype/&gt;,4
22,   &lt;/D:prop&gt;,4
22, &lt;/D:propfind&gt;,4
22, HTTP/1.0 404 Not found,4
22, content-length: 85,4
22, content-type: text/html,4
22, object not found: wsourdeau =&gt; Calendar =&gt;,4
22, 1D52AE6B-8564-0001-6A40-17B089902560,4
22, PROPFIND /SOGo/dav/wsourdeau/Calendar/1D52AE6B-8564-0001-6A40-17B089902560/,4
22, HTTP/1.1,4
22, x-webobjects-server-protocol: HTTP/1.1,4
22, x-webobjects-remote-addr: 127.0.0.1,4
22, x-webobjects-remote-host: 127.0.0.1,4
22, x-webobjects-server-name: localhost,4
22, x-webobjects-server-url: http://localhost,4
22, Host: localhost,4
22, User-Agent: Mozilla/5.0 (X11; U; Linux i686 (x86_64); fr; rv:1.8.1.12),4
22, Gecko/20080213 Lightning/0.8 Thunderbird/2.0.0.12,4
22, Accept: text/xml,4
22," Accept-Language: fr,fr-fr;q=0.8,en-us;q=0.5,en;q=0.3",4
22, Accept-Encoding: gzip,4
22," ,deflate",4
22," Accept-Charset: utf-8,*;q=0.1",4
22, Keep-Alive: 300,4
22, Connection: keep-alive,4
22, Content-Length: 86,4
22, Content-Type: text/xml; charset=utf-8,4
22, Depth: 0,4
22, Authorization: Basic hidden,4
22," &lt;D:propfind xmlns:D=\""DAV:\""&gt;",4
22,   &lt;D:prop&gt;,4
22,     &lt;D:resourcetype/&gt;,4
22,   &lt;/D:prop&gt;,4
22, &lt;/D:propfind&gt;,4
22, OPTIONS /SOGo/dav/wsourdeau/Calendar/ HTTP/1.1,4
22, x-webobjects-server-protocol: HTTP/1.1,4
22, x-webobjects-remote-addr: 127.0.0.1,4
22, x-webobjects-remote-host: 127.0.0.1,4
22, x-webobjects-server-name: localhost,4
22, x-webobjects-server-url: http://localhost,4
22, Host: localhost,4
22, User-Agent: Mozilla/5.0 (X11; U; Linux i686 (x86_64); fr; rv:1.8.1.12),4
22, Gecko/20080213 Lightning/0.8 Thunderbird/2.0.0.12,4
22, Accept: text/xml,4
22," Accept-Language: fr,fr-fr;q=0.8,en-us;q=0.5,en;q=0.3",4
22," Accept-Encoding: gzip,deflate",4
22," Accept-Charset: utf-8,*;q=0.",4
22,1,4
22, Keep-Alive: 300,4
22, Connection: keep-alive,4
22, HTTP/1.0 404 Not found,4
22, content-length: 85,4
22, content-type: text/html,4
22, object not found: wsourdeau =&gt; Calendar =&gt;,4
22, 1D52AE6B-8564-0001-6A40-17B089902560,4
22, HTTP/1.0 401 Authorization Required,4
22, content-length: 0,4
22," www-authenticate: basic realm=\""SOGo-0.9\""",4
22, OPTIONS /SOGo/dav/wsourdeau/Calendar/ HTTP/1.1,4
22, x-webobjects-server-protocol: HTTP/1.1,4
22, x-webobjects-remote-addr: 127.0.0.1,4
22, x-webobjects-remote-host: 127.0.0.1,4
22, x-webobjects-server-name: localhost,4
22, x-webobjects-server-url: http://localhost,4
22, Host: localhost,4
22, User-Agent: Mozilla/5.0 (X11; U; Linux i686 (x86_64); fr; rv:1.8.1.12),4
22, Gecko/20080213 Lightning/0.8 Thunderbird/2.0.0.12,4
22, Accept: text/xml,4
22," Accept-Language: fr,fr-fr;q=0.8,en-us;q=0.5,en;q=0.3",4
22," Accept-Encoding: gzip,deflate",4
22," Accept-Charset: utf-8,*;q=0.",4
22,1,6
22, Keep-Alive: 300,4
22, Connection: keep-alive,4
22, OPTIONS /SOGo/dav/wsourdeau/Calendar/ HTTP/1.1,4
22, x-webobjects-server-protocol: HTTP/1.1,4
22, x-webobjects-remote-addr: 127.0.0.1,4
22, x-webobjects-remote-host: 127.0.0.1,4
22, x-webobjects-server-name: localhost,4
22, x-webobjects-server-url: http://localhost,4
22, ....,4
22, [ad finitum],4
22," When using the display of source and destination ip/port in tcpflow, I notice the Lightning side always has a different port, which leads me to think that many connections are occuring at the same time.",0
22, The problem occurs when safeRefresh() is called from calDavCalendar.js.,0
22," In there, we have the following condition:",5
22,     if (!this.mCtag || !this.mFirstRefreshDone) {,4
22,             var refreshEvent = this.prepRefresh();,4
22,"         this.getUpdatedItems(refreshEvent, aChangeLogListener);",4
22,             return;,4
22,         },4
22," this.mFirstRefreshDone is false because since the calendar was removed, we never got a chance to complete the call to getCalendarData() nor checkDavResourceType() (see https://bugzilla.mozilla.org/show_bug.cgi?id=463961 for that one...).",4
22," So, we'll enter into an infinite loop because getUpdatedItems() calls right at the beginning checkDavResourceType() since the calendar was marked as disabled.",5
22," But, checkDavResourceType() doesn't check for the 404 error code. ",5
22, We have:,6
22,"            var str = convertByteArray(aResult, aResultLength);",4
22,             if (!str) {,4
22,"                 dump(\""CalDAV: Failed to determine resource type\"");",4
22,"                 thisCalendar.completeCheckServerInfo(aChangeLogListener, ",4
22,                                                     ,4
22, Components.interfaces.calIErrors.DAV_NOT_DAV);,4
22,                 return;,4
22,             } else if (thisCalendar.verboseLogging()) {,4
22,"                 dump(\""CalDAV: recv: \"" + str);",4
22,             },4
22, and we should rather have something like:,5
22,"            var str = convertByteArray(aResult, aResultLength);",4
22,             if (!str || aContext.responseStatus == 404) {,4
22,"                 dump(\""CalDAV: Failed to determine resource type\"");",4
22,"                 thisCalendar.completeCheckServerInfo(aChangeLogListener, ",4
22,                                                     ,4
22, Components.interfaces.calIErrors.DAV_NOT_DAV);,4
22,                 return;,4
22,             } else if (thisCalendar.verboseLogging()) {,4
22,"                 dump(\""CalDAV: recv: \"" + str);",4
22,             },4
22," This cause checkDavResourceType() to (incorrectly) continue its processing, which will cause a call to completeCheckServerInfo() with a success code and then again, a call to safeRefresh(), creating an infite loop for cached calendars.",0
22, Created an attachment (id=363577) [details],4
22, Proposed fix,4
22, This bug is critical in order to avoid an endless loop and also in order to avoid generating _tons_ of HTTP requests to the CalDAV server (up to 10-20 per second).,1
22, (From update of attachment 363577 [details]),4
22," Looks good, r=philipp.",6
22, I've added another completeCheckServerInfo further above since calling request.responseStatus if there was some sort of request error causes it to throw. ,5
22," This is caught further above, but if we use it again here then we should break out earlier.",5
22, Pushed to comm-central &lt;http://hg.mozilla.org/comm-central/rev/7e4da21b2924&gt;,4
22, -&gt; FIXED,4
23," For some time (2 months? more?, i don't remember) i have this problem:",0
23," --&gt; if i drag and drop a folder from a location to an other, cpu use for thunderbird process is more than 50%.",0
23, --&gt; Even if the folder is empty,0
23, --&gt; It occurs with subfolder move inside Local Folders,0
23, --&gt; It occurs with folder move inside a pop account (for example moving Inbox-&gt;test to Draft-&gt;test,0
23," --&gt; It DOESN'T occurs when moving a folder from a pop account to an other (for example moving AccoutA --&gt; Inbox --&gt; test to AccountB --&gt; Inbox --&gt;test ... Butin this case, by design, folder is copied, not moved --&gt; it seems that this is",0
23, the delete which is the problem,0
23, Other Facts,0
23, ============,6
23, - Memory doesn't change during the move time ... only a high level of cpu use,0
23, - Delete key or Right-click delete (so move to trash) got the same bad result,0
23, - Renaming a folder take a long time too,0
23," - Checking pop account take more resources than before ... 10 to 20\"" of high cpu resource for checking mail, slowing a lot of windows applications",0
23, - Same thing for RSS folders ...,0
23, Hardware and Software information,6
23, =================================,6
23," Computer: Dell Latitude D820 laptop, Core 2 Duo 2GHz, 2Go Ram, 100Go HD 7200rpm",4
23, OS: Windows Vista Business,4
23, Thunderbird: TB nightly 2.0.0.10pre (2007111403) ... but problem occurs since long time,4
23, Profile: profile.ini modified to have the profile files on D:\\Thunderbird\\JMR.profil. ,4
23, All emails account store on D:\\Thunderbird\\ (13 pop account + 69 RSS feeds),4
23, D:\\Thunderbird: 2.3Go,4
23, Bigger file: 384Mo,4
23," Configuration: each pop has its own folder (inbox, etc ...) but rules filters lot of mails to subfolder in local folder directory",0
23," I've check bugzilla for similar bug, event Mozillazine forum, but never seen something like this",2
23, Additional information: Running in safe mode: same problem,0
23,   ohoh ... thus bug seems related to my 10000 temp files in temp folder: tmprules-xxx.dat,0
23, I've deleted all of them --&gt; filters works again AND this bug seems solved by removing them,5
23, bad news: new tmprules begin to appairs ...,0
23," So, this bug is a dup of bug 362539",5
23, *** This bug has been marked as a duplicate of bug 362539 ***,5
23, I guess the really low perf behaviour was coming that TB parsed all 10000 rules files for all received mail ...,5
23," same thing when moving a folder, it parsed the 10000 rules files to see if these have to be updated after the move",5
23, (In reply to comment #2),4
23, &gt; ohoh ... thus bug seems related to my 10000 temp files in temp folder: tmprules-xxx.dat,4
23, &gt; ,4
23, &gt; I've deleted all of them --&gt; filters works again  AND this bug seems solved by removing them,4
23, &gt; ,4
23, &gt; bad news: new tmprules begin to appairs ...,4
23, &gt; ,4
23," &gt; So, this bug is a dup of bug 362539",4
23, &gt; ,4
23, &gt; *** This bug has been marked as a duplicate of bug 362539 ***,4
23, &gt; ,4
23, This bug is not a duplicate of bug 362539.,5
23, Reason:,6
23," 1) Although the underlying cause may be the same, the symptoms of the two bugs are very different.",2
23," 2) Since the description attached to bug 362539 does not include the symptoms of this bug, it does not properly include this reported problem.",2
23," 3) When users search for this problem, now that this bug is closed, they probably will not find this description. ",2
23, Nor will they find bug 362539 since it does not include these symptoms at the top level. ,2
23, Hence they will not find the circumvention.,2
23," 4) Therefore, please re-open this bug report.",2
23, 5) Please do not attempt to amend the description of bug 362539. ,2
23," Please leave that decision, as well as that of closure, to one of the Bugzilla 'monitors'",5
23," who will know whether that is appropriate and, if so, how to do it cleanly, without obscuring user access to information.",3
23, you're right ... ,6
23, this bug depends of 362539 and not a dupe,5
23, (In reply to comment #5),4
23, &gt; you're right ... this bug depends of 362539 and not a dupe,4
23, &gt; ,4
23, Thank you.,6
23," Adding \""tmprules-N.dat\"" in bug summary, for ease of search & understanding bug.",5
23, (It looks to be too long. Please modify to appropriate one.),5
23, Resolved fixed as bug 375292 is fixed on branch 1.8 and trunk,1
23, *** Bug 410739 has been marked as a duplicate of this bug. ***,5
24, User-Agent:       Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US;rv:1.8b2) Gecko/20050528 Firefox/1.0+,4
24, Build Identifier: Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US;rv:1.8b2) Gecko/20050528 Firefox/1.0+,4
24, The folders pane in Thunderbird that lists my e-mail accounts and local folders does not allow me to select several folders at once. ,0
24," For instance I should be able to click on my James folder to select it, shift-click on my John folder to select it without deselecting the James folder, and then drag them *both* into my Friends folder. ",0
24, Currently I have to do this one at a time.,0
24, Reproducible: Always,0
24, Steps to Reproduce:,0
24, 1. Click on a local folder,0
24, 2. Shift-click on a different local folder,0
24, Actual Results:  ,0
24, The first folder is deselected. ,0
24, Expected Results:  ,0
24, Kept both selected. ,0
24, Possibly there's a difference here between shift and command-clicking (on a Mac). ,5
24, Shift click should perhaps select everything between the clicked folder and the currently selected folder. ,5
24, Command-clicking normally selects only the folders you explicitly click on. ,5
24, Possibly there are other conventions on other platforms for multiple selections. ,5
24," But multiple selections should be possible,",5
24," This is an automated message, with ID \""auto-resolve01\"".",5
24, This bug has had no comments for a long time. ,5
24," Statistically, we have found that bug reports that have not been confirmed by a second user after three months are",5
24, highly unlikely to be the source of a fix to the code.,5
24," While your input is very important to us, our resources are limited and so we are asking for your help in focussing our efforts. ",5
24," If you can still reproduce this problem in the latest version of the product (see below for how to obtain a copy) or, for feature requests, if it's not present in the latest version and you still believe we should implement it, please visit the URL of this bug (given at the top of this mail) and add a comment to that effect, giving more reproduction information if you have it.",5
24," If it is not a problem any longer, you need take no action. ",5
24," If this bug is not changed in any way in the next two weeks, it will be automatically resolved.",5
24, Thank you for your help in this matter.,6
24, The latest beta releases can be obtained from:,0
24, Firefox:     http://www.mozilla.org/projects/firefox/,4
24, Thunderbird: http://www.mozilla.org/products/thunderbird/releases/1.5beta1.html,4
24, Seamonkey:   http://www.mozilla.org/projects/seamonkey/,4
24, *** Bug 310352 has been marked as a duplicate of this bug. ***,4
24, Suite bug 50767.,4
24, This is highly-desirable in my opinion. ,2
24, I would like to see this implemented for easier management of RSS subscriptions.,5
24, *** Bug 366757 has been marked as a duplicate of this bug. ***,4
24," I would love to see this closed, and also dragging up and down the folder pane much faster.",2
24, *** Bug 398712 has been marked as a duplicate of this bug. ***,4
24, This is pretty basic stuff. ,2
24, It's been a bit of a showstopper when migrating Outlook users over to Thunderbird since heavy users often have tons of folders to organise their emails. ,5
24," Importing their mail just dumps these folders into Local Folders and then they can't be re-organised in their inbox without going through them all one-by-one, which is just silly.",5
24," On latest trunk multiple folders can be selected but there is completely no benefit of it: on drag and drop only 1 folder is moved, CM shows only 3 entries (open, open in new tab, properties) and even they are useless ;) (nothing happens / empty tab).",1
24, Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1b2pre) Gecko/20081030 Lightning/1.0pre Shredder/3.0b1pre,4
24, blockingâ€‘thunderbird3 ?,4
24, Multiple selection should be either useful or not possible at all.,5
24, Adjusting description.,6
24, Marking as regression as in 2.0 you couldn't select more than one folder at a time.,5
24," Would be great if someone went through and made context commands work where it should, but at the very least we should make commands unavailable when they won't work anyway. ",5
24, blocking-tb3+ to at least get the minimal fix in.,5
24," Magnus, care to own this bug?",3
24," Sure, though if someone want's to take it on it's up for grabs.",2
24, *** Bug 481159 has been marked as a duplicate of this bug. ***,4
24, I'll put this up for m5 since it's not active right now,5
24, Created an attachment (id=374607) [details],4
24, proposed fix,4
24, The items that I think make sense for multi select:,5
24, Get Messages,5
24,"  o if only servers, or it's only newsgroups/feeds ",5
24, Open ,5
24,  o though I question that we should have this item *at all*,5
24, Open in new Tab,5
24, Unsubscribe,5
24,  o if it's newsgroups only,5
24, Delete ,5
24,"  o would have been useful, but the confirmation dialogs are not in js, we have multiple delete models etc so i gave up and just disabled it for multi selection",5
24, Compact,5
24, Mark Folder/s Read,5
24, Mark Newsgroup/s Read,5
24, ---,6
24, Other notes:,5
24,  - hitting delete on ng to unsubscribe was broken (confirmUnsubscribe vs ConfirmUnsubscribe),5
24,  - new saved search wasn't enabled for news - but you can create one,5
24,  - moving away from GetSelectedMsgFolders() to gFolderTreeView.getSelectedFolders(),5
24, Still to do (maybe in another bug...):,5
24,  - fix tools menu folder commands,5
24,  - drag'n'drop (disable for multi?),5
24, ---,6
24, Phil: got bandwidth for this?,3
24, (From update of attachment 374607 [details]),4
24," Looks good to me, except",2
24," &gt;+   * Compacts either or all folders for accounts that the given folders belong to, or for accounts of the currently selected folders.",4
24," That's hard enough to parse even without the stray or in \""either or\"" ;)",5
24, (From update of attachment 374607 [details]),4
24, sounds good from the description,6
24, I was going to add the checkin-needed keyword but you probably want to fix the nits first,2
24, changeset:   2593:2f6ef8daa83e,4
24, http://hg.mozilla.org/comm-central/rev/2f6ef8daa83e,4
24, -&gt;FIXED,4
24," Note to testers: now that this landed the commands of the folder context menu should work for multiple folders, if the are shown (and enabled). ",5
24, There's a lot of different possible combinations of folders/servers of different kinds possible so it would be good if people could make sure all cases work as they should for them.,5
25," While using Alt+Tab for switching between applications works fine in my KDE4 post RC1 version, when I try to use Alt+Shift+Tab shortcut the keyboard did not respond anymore and I don't know how to get it back.",0
25," However the mouse it is still working properlly, so I can logout with the mouse and I when I log back the keyboard it also works.",0
25, I just hit this bug as well. ,2
25, But unfortunately I can't re-trigger it at the moment. ,0
25," While alt-shift-tab doesn't do anything here, the keyboard is still accessible.",0
25, This is really a serious problem. ,6
25, It seems that if I hit Alt+Shift+tab directly I always get the problem. ,0
25," And if I just hit Alt+Tab and then Alt+Shift+tab and release I get it as well, so I have to make sure I always hit Alt+Tab as last thing.",0
25," In KDE 3, Alt+Shift+Tab is one of the possible shortcuts used for switching keyboard layouts (keyboard layout kcm -&gt; xkb options -&gt; layout switching tree item). ",0
25," Even though I don't have that box ticked, it still persists in changing the layout with that shortcut. ",0
25," Perhaps, the shortcut is being sent to the same place but is causing a crash due to some bitrot?",5
25," While editing kglobalaccelsrc to change the shortcut does help, killing kxkb doesn't help at all and thus I don't think its kxkb causing the problem.",2
25, *** Bug 153495 has been marked as a duplicate of this bug. ***,4
25, I confirm. ,6
25, I had to reboot. ,2
25, Note that the mouse was behaving has if the Shift key was pressed: it was extending the selection when clicking with the left button. ,0
25," The problem is in KGlobalAccel, it doesn't release the grab when a shortcut is set that isn't triggered. ",1
25," Which is the case for Alt+Shift+Tab, the shortcut that is actually send by X11 is Alt+Shift+Backtab. ",1
25, Re-Assigning.,6
25, *** Bug 153754 has been marked as a duplicate of this bug. ***,4
25, SVN commit 747205 by apaku:,4
25," Add a hotfix for Bug #153211, also ungrab the keyboard when Alt+Shift+Backtab was hit CCBUG:153211",1
25,  M  +5 -1      kglobalaccel_x11.cpp  ,4
25, WebSVN link: http://websvn.kde.org/?view=rev&revision=747205,4
25," Thanks, your hotfix fixed this problem, however on the past KrushDay someone mentioned a similar issue pressing Alt+PrintScr which is still present for me.",1
25," I don't know if this is related with the original issue, but if not you can close this bug.",2
25," It could be, I'll check later today. ",2
25, IIRC Alt+Print Screen is some snapshot function right? ,3
25, You can easily check wether its the same issue by doing the following:,5
25, Open $HOME/.kde4/share/config/kglobalshortcutsrc and find the action there.,5
25, Then open any shortcut dialog in any application and change one of the shortcuts. ,5
25, When you're asked for pressing the new keyboard combination press the Alt+Print keys and check wether the label of the shortcut button is now the same as that in the rc-file. ,5
25," If they differ its the same problem and that means we need a different fix for this problem, than the hotfix I comitted.",5
25," In kglobalshortcutsrc I have assigned Alt+Print to kwin, and also Alt+Shift+Tab to kwin. ",5
25," But if in one application like Konqueror or Konsole I assing a new shortcurt to Alt+Print it get's changed automatically to Alt+Shift+Print, so I can't assign another Alt+Print shortcut.",5
25," However I can assign Alt+Shift+Tab shortcut, but besides it is still showing it in shortcut settings it doesn't work, and also it doesn't appear in kglobalshortcutsrc apart from the old one already existing and assigned to kwin.",2
25," Also I don't know if is my setup but in 'kcmshell4 keys' I can't modify any shortcut, in fact, it doesn't show any, but that can be another bug.",2
25," Ok  as far as I can see this is the same problem, namely that the keys Alt+Print don't produce the X11 keysequence that is expected. ",0
25, In particular Alt+Shift+Tab creates a Qt key sequence of Alt+Shift+Backtab and seemingly Alt+Print creates Alt+Shift+Print in Qt key sequence. ,5
25, So this is indeed the same problem.,5
25," Regarding the keys kcm: Thats \""expected\"", the kcm hasn't been properly ported.",0
25, I've already posted a patch for a minimal port to the kde-core list. ,5
25," That one will get comitted next monday, unless I get objections.",5
25, I discovered another similar shortcut which is Ctrl+PrintScrn but this doesn't suffer this problem and works as expected.,0
25," To my knowledge, only Alt+Shift+Print and Alt+Print are triggered by this bug.",0
25, *** Bug 154692 has been marked as a duplicate of this bug. ***,4
25, *** Bug 156069 has been marked as a duplicate of this bug. ***,4
25, SVN commit 763132 by lunakl:,4
25," Since calling directly Xlib's XGrabKeyboard() is very unlikely and even probably undesired in kded, make KGlobalAccel again ungrab when there's no Qt caused grab.",1
25, BUG: 153211,4
25,  M  +0 -7      kdedglobalaccel.cpp  ,4
25,  M  +1 -4      kdedglobalaccel.h  ,4
